"";"session";"unit_session_id.t1";"item_id.t1";"item_name.t1";"answer.t1";"created.t1";"saved.t1";"shown.t1";"shown_relative.t1";"answered.t1";"answered_relative.t1";"displaycount.t1";"display_order.t1";"hidden.t1"
"721";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124368;"logos";"1";"2018-06-07 17:16:13";"2018-06-07 17:16:20";"2018-06-07 15:17:16";"2965.600000003178";"2018-06-07 15:17:16";"";1;0;0
"722";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124369;"Instr_general";"1";"2018-06-07 17:16:13";"2018-06-07 17:16:20";"2018-06-07 15:17:16";"2965.600000003178";"2018-06-07 15:17:16";"";1;1;0
"723";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2141104;"reminder_yes_no";"2";"2018-06-07 17:16:13";"2018-06-07 17:16:20";"2018-06-07 15:17:16";"2965.600000003178";"2018-06-07 15:17:20";"6675.100000000384";1;2;0
"724";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2189452;"reminder_preStudy";"";"2018-06-07 17:16:13";"";"";"";"";"";1;3;1
"725";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124371;"Page0";"";"2018-06-07 17:16:13";"";"";"";"";"";1;4;1
"726";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124374;"server_start";"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 5X Build/OPM6.171019.030.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36";"2018-06-07 17:16:20";"2018-06-07 17:16:20";"2018-06-07 17:16:20";"";"2018-06-07 17:16:20";"";1;5;0
"727";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2227165;"ip_address";"141.20.217.30";"2018-06-07 17:16:20";"2018-06-07 17:16:20";"2018-06-07 17:16:20";"";"2018-06-07 17:16:20";"";1;6;0
"728";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124373;"browser";"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 5X Build/OPM6.171019.030.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36";"2018-06-07 17:16:20";"2018-06-07 17:16:20";"2018-06-07 17:16:20";"";"2018-06-07 17:16:20";"";1;7;0
"729";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124372;"last_outside_referrer";"";"2018-06-07 17:16:20";"2018-06-07 17:16:20";"2018-06-07 17:16:20";"";"2018-06-07 17:16:20";"";1;8;0
"730";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124375;"note_demogr";"1";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:24";"";1;9;0
"731";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124376;"gender";"1";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:25";"3225.200000000768";1;10;0
"732";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124377;"age";"22";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:51";"29187.70000000222";1;11;0
"733";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124378;"edu_years_compl";"3";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:27";"4588.999999999942";1;12;0
"734";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124379;"edu_highest";"1";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:28";"6026.700000002165";1;13;0
"735";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124380;"SES_subj";"richest";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:30";"7603.199999997742";1;14;0
"736";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124381;"national";"Antiguans";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:32";"10260.39999999921";1;15;0
"737";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124382;"national_second";"1";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:38";"16048.90000000159";1;16;0
"738";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124383;"national_second_choice";"";"2018-06-07 17:16:20";"";"";"";"";"";1;17;1
"739";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124384;"residence";"Andorra";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:41";"18633.20000000385";1;18;0
"740";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124385;"work";"1";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:42";"19565.90000000142";1;19;0
"741";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124386;"study";"1";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:43";"21241.3000000015";1;20;0
"742";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124387;"relationship";"1";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:44";"21817.9999999993";1;21;0
"743";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124388;"relationship_qual";"4";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:44";"21838.10000000085";"2018-06-07 15:17:55";"32884.40000000264";1;22;0
"744";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124389;"English_first";"1";"2018-06-07 17:16:20";"2018-06-07 17:16:54";"2018-06-07 15:17:24";"1583.299999998417";"2018-06-07 15:17:46";"24060.10000000242";1;23;0
"745";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124390;"English_level";"";"2018-06-07 17:16:20";"";"";"";"";"";1;24;1
"746";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230740;"page_after_demogr";"";"2018-06-07 17:16:20";"";"";"";"";"";1;25;1
"747";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124393;"Intro_CESD";"1";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:17:58";"";1;26;0
"748";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124391;"Group";"6";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:17:58";"";1;27;0
"749";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124400;"cesd_7";"2";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:01";"4137.399999999616";1;28;0
"750";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124403;"cesd_10";"4";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:02";"5591.699999997218";1;29;0
"751";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124398;"cesd_5";"3";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:03";"6204.899999996996";1;30;0
"752";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124399;"cesd_6";"3";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:04";"7601.999999998952";1;31;0
"753";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124397;"cesd_4";"3";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:14";"17199.99999999709";1;32;0
"754";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124395;"cesd_2";"3";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:06";"9431.100000001607";1;33;0
"755";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124401;"cesd_8";"3";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:08";"10959.39999999973";1;34;0
"756";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124402;"cesd_9";"1";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:08";"11543.49999999977";1;35;0
"757";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124396;"cesd_3";"4";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:10";"13543.1000000026";1;36;0
"758";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124394;"cesd_1";"3";"2018-06-07 17:16:55";"2018-06-07 17:17:13";"2018-06-07 15:17:58";"1781.999999999243";"2018-06-07 15:18:11";"14105.3000000029";1;37;0
"759";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230753;"page_after_cesd";"";"2018-06-07 17:16:55";"";"";"";"";"";1;38;1
"760";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124429;"server_startVideoTest";"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 5X Build/OPM6.171019.030.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36";"2018-06-07 17:17:14";"2018-06-07 17:17:14";"2018-06-07 17:17:14";"";"2018-06-07 17:17:14";"";1;39;0
"761";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124428;"video_trial_intro1";"1";"2018-06-07 17:17:14";"2018-06-07 17:17:19";"2018-06-07 15:18:17";"1932.699999997567";"2018-06-07 15:18:17";"";1;40;0
"762";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124430;"video_trial";"1";"2018-06-07 17:17:14";"2018-06-07 17:17:19";"2018-06-07 15:18:17";"1932.699999997567";"2018-06-07 15:18:17";"";1;41;0
"763";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230757;"page_after_trialVid";"";"2018-06-07 17:17:14";"";"";"";"";"";1;42;1
"764";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124432;"server_endVideoTest";"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 5X Build/OPM6.171019.030.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36";"2018-06-07 17:17:19";"2018-06-07 17:17:19";"2018-06-07 17:17:19";"";"2018-06-07 17:17:19";"";1;43;0
"765";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124433;"check_test";"1";"2018-06-07 17:17:19";"2018-06-07 17:17:21";"2018-06-07 15:18:22";"858.7999999945168";"2018-06-07 15:18:23";"1939.299999998184";1;44;0
"766";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230760;"page_after_trialVid_checktest";"";"2018-06-07 17:17:19";"";"";"";"";"";1;45;1
"767";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124435;"video_trial_intro2";"";"";"";"";"";"";"";NA;46;1
"768";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124436;"video_trial2";"";"";"";"";"";"";"";NA;47;1
"769";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230763;"page_after_trialVid_checktest1";"";"";"";"";"";"";"";NA;48;1
"770";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124438;"check_test2";"";"";"";"";"";"";"";NA;49;1
"771";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230765;"page_after_trialVid_checktest2";"";"";"";"";"";"";"";NA;50;1
"772";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124440;"video_trial_intro3";"";"";"";"";"";"";"";NA;51;1
"773";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124441;"video_trial3";"";"";"";"";"";"";"";NA;52;1
"774";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230768;"page_after_trialVid_checktest3";"";"";"";"";"";"";"";NA;53;1
"775";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124443;"check_test3";"";"";"";"";"";"";"";NA;54;1
"776";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230770;"page_after_trialVid_checktest4";"";"";"";"";"";"";"";NA;55;1
"777";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124445;"video_trial_unsuccessful";"";"";"";"";"";"";"";NA;56;1
"778";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230772;"page_after_trialVid_checktest5";"";"";"";"";"";"";"";NA;57;1
"779";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124447;"test_image";"1";"2018-06-07 17:17:22";"2018-06-07 17:17:28";"2018-06-07 15:18:26";"1742.400000002817";"2018-06-07 15:18:26";"";1;58;0
"780";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124449;"gen_impr_test";"5";"2018-06-07 17:17:22";"2018-06-07 17:17:28";"2018-06-07 15:18:26";"1742.400000002817";"2018-06-07 15:18:30";"6158.799999997427";1;59;0
"781";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2357442;"gen_impr_instr";"1";"2018-06-07 17:17:22";"2018-06-07 17:17:28";"2018-06-07 15:18:26";"1742.400000002817";"2018-06-07 15:18:26";"";1;60;0
"782";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230776;"page_after_trialVid_genImpr";"";"2018-06-07 17:17:22";"";"";"";"";"";1;61;1
"783";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2227221;"wanda_pic";"1";"2018-06-07 17:17:28";"2018-06-07 17:17:35";"2018-06-07 15:18:32";"864.7000000055414";"2018-06-07 15:18:32";"";1;62;0
"784";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2357445;"test_qual_instr";"Vbbcc";"2018-06-07 17:17:28";"2018-06-07 17:17:35";"2018-06-07 15:18:32";"864.7000000055414";"2018-06-07 15:18:38";"6701.300000000629";1;63;0
"785";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124448;"test_impr_instr";"1";"2018-06-07 17:17:28";"2018-06-07 17:17:35";"2018-06-07 15:18:32";"864.7000000055414";"2018-06-07 15:18:32";"";1;64;0
"786";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230779;"page_after_trialVidqual";"";"2018-06-07 17:17:28";"";"";"";"";"";1;65;1
"787";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124452;"movie_prompt";"1";"2018-06-07 17:17:35";"2018-06-07 17:17:37";"2018-06-07 15:18:39";"1296.099999999569";"2018-06-07 15:18:39";"";1;66;0
"788";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230781;"page_after_testVid_prompt";"";"2018-06-07 17:17:35";"";"";"";"";"";1;67;1
"789";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124455;"server_startVideoReal";"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 5X Build/OPM6.171019.030.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36";"2018-06-07 17:17:38";"2018-06-07 17:17:38";"2018-06-07 17:17:38";"";"2018-06-07 17:17:38";"";1;68;0
"790";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124454;"prompt_play";"1";"2018-06-07 17:17:38";"2018-06-07 17:17:40";"2018-06-07 15:18:41";"924.2000000012922";"2018-06-07 15:18:41";"";1;69;0
"791";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124463;"gr8_clip";"";"";"";"";"";"";"";NA;70;1
"792";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124457;"gr2_clip";"";"";"";"";"";"";"";NA;71;1
"793";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124459;"gr4_clip";"";"";"";"";"";"";"";NA;72;1
"794";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124462;"gr7_clip";"";"";"";"";"";"";"";NA;73;1
"795";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124461;"gr6_clip";"1";"2018-06-07 17:17:38";"2018-06-07 17:17:40";"2018-06-07 15:18:41";"924.2000000012922";"2018-06-07 15:18:41";"";1;74;0
"796";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124458;"gr3_clip";"";"";"";"";"";"";"";NA;75;1
"797";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124464;"gr9_clip";"";"";"";"";"";"";"";NA;76;1
"798";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124460;"gr5_clip";"";"";"";"";"";"";"";NA;77;1
"799";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124456;"gr1_clip";"";"";"";"";"";"";"";NA;78;1
"800";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230793;"page_after_testVid";"";"2018-06-07 17:17:38";"";"";"";"";"";1;79;1
"801";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124467;"seen_before";"1";"2018-06-07 17:17:41";"2018-06-07 17:17:47";"2018-06-07 15:18:44";"1075.700000001234";"2018-06-07 15:18:47";"3570.899999998801";1;80;0
"802";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124466;"server_endVideoReal";"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 5X Build/OPM6.171019.030.B1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36";"2018-06-07 17:17:41";"2018-06-07 17:17:41";"2018-06-07 17:17:41";"";"2018-06-07 17:17:41";"";1;81;0
"803";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124468;"movie_like";"";"2018-06-07 17:17:41";"";"";"";"";"";1;82;1
"804";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124469;"attention_video";"4";"2018-06-07 17:17:41";"2018-06-07 17:17:47";"2018-06-07 15:18:44";"1075.700000001234";"2018-06-07 15:18:48";"4836.199999997916";1;83;0
"805";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2230798;"page_after_testVidCheckQs";"";"2018-06-07 17:17:41";"";"";"";"";"";1;84;1
"806";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124471;"gr1_picture";"";"";"";"";"";"";"";NA;85;1
"807";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124472;"gr2_picture";"";"";"";"";"";"";"";NA;86;1
"808";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124473;"gr3_picture";"";"";"";"";"";"";"";NA;87;1
"809";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124474;"gr4_picture";"";"";"";"";"";"";"";NA;88;1
"810";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124475;"gr5_picture";"";"";"";"";"";"";"";NA;89;1
"811";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124476;"gr6_picture";"1";"2018-06-07 17:17:48";"2018-06-07 17:17:52";"2018-06-07 15:18:52";"2575.400000001537";"2018-06-07 15:18:52";"";1;90;0
"812";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124477;"gr7_picture";"";"";"";"";"";"";"";NA;91;1
"813";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124478;"gr8_picture";"";"";"";"";"";"";"";NA;92;1
"814";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124479;"gr9_picture";"";"";"";"";"";"";"";NA;93;1
"815";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124486;"gr7_gen_impr";"";"";"";"";"";"";"";NA;94;1
"816";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124481;"gr2_gen_impr";"";"";"";"";"";"";"";NA;95;1
"817";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124485;"gr6_gen_impr";"5";"2018-06-07 17:17:48";"2018-06-07 17:17:52";"2018-06-07 15:18:52";"2575.400000001537";"2018-06-07 15:18:54";"4436.999999998079";1;96;0
"818";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124480;"gr1_gen_impr";"";"";"";"";"";"";"";NA;97;1
"819";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124484;"gr5_gen_impr";"";"";"";"";"";"";"";NA;98;1
"820";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124488;"gr9_gen_impr";"";"";"";"";"";"";"";NA;99;1
"821";"1LTkYsK-HDTaECj8195InJW5QwghxTUeJQNnyftMpOWJitRq-J5FyKmf0T9D4lQj";2006775;2124483;"gr4_gen_impr";"";"";"";"";"";"";"";NA;100;1
